"cancion","album","artista","fecha_lanz","isrc","ranking_hist","puntaje","spotify_streams","spotify_playlists","spotify_alcance","spotify_pop","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_alcance","apple_playlists","airplay_spins","sirius_spins","deezer_playlists","deezer_alcance","amazon_playlists","pandora_streams","pandora_stations","soundcloud_streams","shazam","tidal_pop","explicito"
"Numero Uno","Numero Uno","Dan-E-MC",NA,"ITC152220010","4.0069999999999997","21.3",1.224,"3",695,NA,389845206,2639618,NA,NA,NA,1641197,NA,"3",NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"What's My Name?","Loud (Japan Version)","Rihanna",2010-01-01,"USUM71025031","4.0110000000000001","21.3",520418822,"88.906000000000006",32859163,"69",1049777851,3714062,NA,17.915,32.366,523654611,"76","100.498",136,13,201.267,"21",462429753,"370.26900000000001",NA,3970903,NA,"0"
"Flowers","Flowers","Lauren Spencer Smith",NA,"USUG12202201","4","21.3",260183209,"36.176000000000002",9276256,"65",64169463,486.007,106.827,32754226,295540554,2547376419,"31","15.877000000000001",62,12,298.664,"15",12043516,"18.797000000000001",5221070,626.257,NA,"1"
"Nikle Currant","Nikle Currant","Jassie Gill",2018-12-10,"INS181802318","4.0469999999999997","21.2",38630486,"5.8680000000000003",1823835,"52",929048943,4745876,395.153,4481672,67416406,137222354,"7","328",NA,0,NA,"1",NA,NA,NA,151.419,NA,"0"
"Stir Fry","Stir Fry","Migos",NA,"USUM71714081","4.0330000000000004","21.2",680431508,"107.58499999999999",23414054,"68",179781280,1878811,240.088,30175086,249432966,11047590,"111","36.341999999999999",84,19,157.694,"32",153122082,"129.77000000000001",NA,2298173,NA,"1"
"Bitch","Donï¿½ï¿½ï¿½t Kill M","good kid, m.A.A.d city (Deluxe)",NA,"40909","USUM71210774","4.0369999999999999",21.2,"721,771,477",182.518,"23,222,997",67,459189834,3603381,57.977,13026986,78341646,"10,067,174","73",9.268,10,43,"185.33799999999999",23,"327,439,211",307.788,0,"2,085,087",NA
"DOLLAZ ON MY HEAD (feat. Young Thug)","WUNNA","Gunna",NA,"QMCE32000228","4.0350000000000001","21.2",390498074,"113.72499999999999",17440703,"64",85842981,807.191,103.312,30691362,268907515,4634777,"37","7.53",66,20,16.541,"8",14200687,"8.0939999999999994",NA,835.203,NA,"1"
"Pollito Amarillito","Gallina Pintadita, Vol. 1","Gallina Pintadita",2015-04-09,"BRP8C1200047","4.0449999999999999","21.2",36465157,"3.57",744.604,"58",1542745105,2793743,NA,NA,NA,NA,"2","63",NA,1,3.695,"4",NA,NA,NA,23.609,NA,"0"
"7 Summers","7 Summers","Morgan Wallen",NA,"QZ22S1800133","4.0380000000000003","21.2",433429705,"47.966000000000001",7954524,"73",108280492,418.212,404.913,40464743,273205308,162712220,"33","44.491999999999997",14,2,3.148,"15",77905510,"39.53",5301405,667.963,NA,"0"
"Lollipop - Remix","Lollipop (Remix)","Darell",NA,"USSD12300732","4.0439999999999996","21.2",50761385,"6.2960000000000003",38839254,NA,15098694,116.415,NA,NA,NA,106198768,"23","3.6909999999999998",NA,24,311.358,"8",1141308,"347",NA,146.284,NA,"1"
"Wrong","Wrong","Luh Kel",2019-05-04,"QMKSC1900177","4.0519999999999996","21.2",279660513,"39.887",4756079,"60",273044816,3691413,2161109,76888862,583142943,36546853,"6","38",NA,0,NA,NA,24537425,"84.837999999999994",NA,759.049,NA,"0"
"You're Somebody Else","Nothing Lasts Forever (And It's Fine)","flora cash",NA,"SEXCG1700102","4.0250000000000004","21.2",473059298,"108.732",25587455,"62",302782709,3261634,402.646,123479947,793624604,21754797,"39","50.039000000000001",59,24,142.965,"22",71313267,"29.454999999999998",9351732,4844008,NA,"0"
"BOTH","BOTH","Tiï¿½ï¿",NA,"CYA112300090","4.048","21.2",60776379,"15.554",30777157,NA,10032098,98.573,1.557,1080992,41222378,108.512,NA,"52.512",151,0,NA,NA,NA,NA,NA,0,NA,"0"
"River","Endless Summer Vacation","Miley Cyrus",2023-10-03,"USSM12209783","4.032","21.2",132653623,"15.227",7111182,"59",51695313,709.774,23.486,6323191,65838521,88141082,"40","71.387",634,31,907.532,"33",7371225,"1.0920000000000001",NA,434.881,NA,"0"
"Extssy Model","Mi Vida En Un Cigarro 2","Junior H",2022-11-02,"USWL12200134","4.0460000000000003","21.2",293017219,"21.332999999999998",6926082,"74",220479914,1074637,152.8,36183080,228557824,NA,"1","13",NA,5,6187083,"2",1886143,"1.5489999999999999",NA,653.919,NA,"0"
"Formula","Euphoria (Original Score from the HBO Series)","Labrinth",2019-04-10,"USQX91902497","4.0339999999999998","21.2",836491531,"114.619",24572791,"79",95215206,1310860,194.09,197169982,1679330230,1517468,"27","155",303,22,210.733,NA,2182680,"5.31",NA,1759253,NA,"0"
"Suzume","ýýýýýýýýý","RADWIMPS",NA,"JPV972200075","4.0359999999999996","21.2",151179942,"30.908999999999999",4476490,"63",71184530,866.717,81.501,48171421,617882237,80772548,"9","444",NA,1,337.935,"1",509.402,"634",NA,2567736,NA,"0"
"Nada","Error 93","Cazzu",2019-03-06,"QM6N21901839","4.0529999999999999","21.2",204337911,"29.832000000000001",6210430,"65",640084081,3105166,332.1,16093699,157858644,126606682,"9","280",1,1,4.402,NA,5137832,"3.6179999999999999",NA,1005751,NA,"1"
"Ashes","Ashes","Stellar",2020-03-05,"QZDA52012875","4.0270000000000001","21.2",286057865,"73.783000000000001",7257676,"67",182898963,2201213,807.105,359078764,2702536885,30628251,"22","195",NA,3,13.97,NA,9382744,"14.536",NA,1148477,NA,"1"
"Copa Vacï¿½","Copa Vacï¿½ï¿½a - Si","Shakira",NA,"USQX92300694","4.04","21.2",147537573,"17.321999999999999",17844679,"63",13918496,120.215,16.923,5394153,68517237,NA,"46","45.180999999999997",317,37,662.279,"31",4161017,"802",NA,477.464,NA,"0"
"WHATS POPPIN (feat. DaBaby","Tory Lanez &amp; Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",NA,"6/24/2020","USAT22003620","4.0510000000000002",21.2,"742,255,774",117.293,"24,138,527",62,NA,NA,NA,NA,NA,NA,"52",39.896,0,30,"258.351",NA,NA,NA,0,"1,515,661",NA
"Heyy","Heyy","Lil Baby",2022-10-10,"USUG12207229","4.0389999999999997","21.2",66617153,"34.503",4137767,"51",29347420,343.023,64.508,20731098,139786101,171021132,"11","73.533000000000001",319,3,9.039,"6",12097086,"5.5030000000000001",NA,393.975,NA,"1"
"Que Va","Que Va","Alex Sensation",2017-04-08,"USUM71703862","4.0289999999999999","21.2",398779586,"38.061",11538458,"59",784193659,2659427,38.259,2010076,22158832,106087278,"18","7.5510000000000002",NA,20,84.828,"17",142563626,"18.047000000000001",NA,2086078,NA,"0"
"sonnenbank.mp3","sonnenbank.mp3","YAKARY",NA,"DGA0L2397076","4.0259999999999998","21.2",61127558,"16.75",2767597,NA,6762701,61.532,NA,860.217,10188593,87127057,"5","5.8070000000000004",NA,3,6181211,"1",NA,NA,NA,107.992,NA,"1"
"Rampampam","Rampampam","Minelli",NA,"ROGRA2101471","4.0410000000000004","21.2",123191456,"30.942",3676550,"57",152552030,910.614,756.819,43402019,1139849739,5666042,"47","61.03",NA,25,380.931,NA,284.379,NA,NA,5687186,NA,"0"
"WA DA DA","FIRST IMPACT","Kep1er",2022-03-01,"KRA492101456","4.0430000000000001","21.2",172657413,"16.436",4057129,"54",272201730,4399092,386.666,228532871,1992357477,132153989,"17","2.6190000000000002",148,3,6.338,"2",415.556,"423",NA,445.034,NA,"0"
"Seven Nation Army","Elephant","The White Stripes",2003-01-01,"USVT10300001","4.03","21.2",1657866786,"206.953",64036444,"81",339571990,4052894,263.92,137323740,1394903550,5268188,"275","184.07900000000001",124,86,972.676,"110",912422054,"566.33900000000006",NA,10108433,NA,"0"
"AHHH HA","AHHH HA","Lil Durk",NA,"USQX92200794","4.024","21.2",104411097,"51.534999999999997",9471098,"54",128163786,1321268,25.4,7039088,64467510,262437541,"19","6.1870000000000003",320,6,20.046,"3",14136317,"5.6429999999999998",NA,382.012,NA,"1"
"Do It Like That","Do It Like That","TOMORROW X TOGETHER",2023-07-07,"USA2P2330060","4.0309999999999997","21.2",102643968,"11.419",7392399,"59",64931319,1474575,56.783,80668110,432572281,48550765,"7","22.946000000000002",360,11,490.225,"5",1097475,"419",NA,288.636,NA,"0"
"Nakhrewali","Nakhrewali","Prashant Nakti",2024-04-03,"INE182439277","4.0490000000000004","21.2",6740285,"123",316.142,NA,45885773,382.184,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.404,NA,"0"
"BEBECITA","BEBECITA","Skolim",NA,"FRX872472215","4.0419999999999998","21.2",115.283,"17",9.351,NA,7869218,72.222,NA,NA,NA,NA,NA,"1",NA,0,NA,NA,NA,NA,NA,1.083,NA,"0"
"Enjoy Enjaami","Enjoy Enjaami","Dhee",2021-05-03,"TCAFK2171359","4.0540000000000003","21.2",44231951,"7.2859999999999996",1484104,"50",549781386,5379716,35,1.308,29.422,9.424,"17","301",NA,0,NA,"5",NA,NA,NA,137.205,NA,"0"
"Bezos I","Inside (The Songs)","Bo Burnham",2021-10-06,"USA2P2122060","4.05","21.2",225256279,"53.441000000000003",4357998,"60",76742047,1632194,1026966,452348294,3664416923,995.889,"11","105",291,1,3.316,NA,1913860,"10.222",NA,1502927,NA,"1"
"Where Have You Been","Talk That Talk (Explicit)","Rihanna",2011-01-01,"USUM71118074","4.0279999999999996","21.2",699439249,"120.535",37264448,"69",821028883,4207574,136.733,70619201,824607003,149123113,"72","52.841999999999999",113,36,432.542,"19",454577540,"218.32300000000001",NA,7929856,NA,"0"
"Pelle Coat","Pelle Coat","Lil Durk",NA,"USQX92303167","4.0549999999999997","21.2",25898720,"17.853999999999999",1809445,"50",21808363,173.005,6.354,981.91,16324229,NA,"30","413",4,5,57.064,"8",2593246,"1.419",7153821,317.6,NA,"1"
"22","22","JayO",NA,"US39N2300484","4.0789999999999997","21.1",87001628,"30.898",12034538,"62",20680259,263.409,269.738,68378856,566961428,506.356,"25","4.4720000000000004",NA,8,201.337,"41",43.448,"383",NA,845.534,NA,"1"
"No Love","Still Over It","Summer Walker",2021-05-11,"USUM72118238","4.0629999999999997","21.1",265040914,"45.783000000000001",18436392,"69",103282847,1061969,30.239,17949240,131770714,88164139,"47","27.632000000000001",393,16,1044791,"11",54318284,"11.523999999999999",NA,986.619,NA,"1"
"Piensan","Piensan","Myke Towers",NA,"QM7281950868","4.0590000000000002","21.1",387094388,"61.56",9322479,"70",439612099,2226916,57.422,13264006,81826396,12309561,"16","664",NA,2,23.079,"4",12482845,"2.25",NA,631.168,NA,"1"
"Feels Like Summer","Summer Pack","Childish Gambino",2018-11-07,"USRC11802773","4.0709999999999997","21.1",315997441,"104.49",13875886,"65",392128653,3960133,24.251,4311105,54727766,133055790,"63","3.4529999999999998",NA,45,174.079,"18",41746108,"29.623999999999999",NA,1622468,NA,"0"
"Fly Away","Fly Away","Tones And I",NA,"USAT22006865","4.0759999999999996","21.1",419557907,"58.856999999999999",14747928,"64",60022490,600.32,458.353,84319796,1034246968,920.471,"121","77.963999999999999",NA,25,49.224,"6",40419797,"12.929",1863329,1881817,NA,"0"
"Don't","Don't","Bryson Tiller",NA,"USRC11501052","4.0579999999999998","21.1",1281704427,"1.2769999999999999",342.709,"37",506308579,3063149,NA,NA,NA,52266003,"47","29.081",NA,0,NA,"3",644840340,"265.11500000000001",NA,0,NA,"0"
"Little Do You Know","Little Do You Know","Alex & Sierra",2014-01-01,"USSM11404193","4.077","21.1",732651478,"76.941000000000003",29043662,"65",511428536,5924267,1005996,76255229,663477196,18664403,"37","198",NA,20,83.357,"8",475143620,"284.88200000000001",NA,1350264,NA,"0"
"Travesuras","Travesuras","Nicky Jam",NA,"COC011329796","4.0780000000000003","21.1",308811426,"35.237000000000002",11639231,"61",1182676666,3048769,279.517,1805891,24662350,247807333,"46","13.71",89,24,104.5,NA,204533906,"119.93",NA,4690577,NA,"0"
"Mayor Que Usted","Mayor Que Usted - Single","NATTI NATASHA",NA,"USB272200101","4.0679999999999996","21.1",120404381,"17.334",6356554,"54",217520607,1240522,NA,NA,NA,225074756,"17","22.234000000000002",189,6,61.127,"13",15594160,"1.357",NA,446.475,NA,"0"
"Tï¿½ï¿½moignage (L","Tï¿½ï¿½moignage (Live) - Si","Eunice Manyanga",NA,"USL4Q2261458","4.0670000000000002","21.1",740.008,"335",8.055,"34",22163251,83.415,1489200,4126117,81729317,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,106.673,NA,"0"
"ALCH SI","Alch Si","Carin Leon",NA,"BK4DA2323373","4.0609999999999999","21.1",125938742,"6.0419999999999998",9378348,NA,44462722,287.551,NA,NA,NA,273265348,"5",NA,NA,10,8755716,"13",NA,NA,NA,306.536,NA,"0"
"FARDOS","FARDOS","JC Reyes",NA,"BK4DA2403089","4.0720000000000001","21.1",52585215,"5.9470000000000001",11632200,"71",17820860,131.403,NA,NA,NA,80680292,"9","1.988",NA,7,537.32,"4",NA,NA,NA,175.168,NA,"0"
"Martini","Martini","Dei V",NA,"QZWA32200524","4.0730000000000004","21.1",19104053,"2.4660000000000002",16540673,"72",7306812,69.075,NA,NA,NA,337.42,"11","24",NA,2,34.69,"8",47.845,"43",184.639,65.699,NA,"1"
"Favorite Song - Sped Up","Favorite Song (Versions) - Single","Toosii",NA,"USUM72302519","4.0659999999999998","21.1",11923405,"2.423",1259173,"41",NA,NA,1499296,63387833,527232531,NA,"1","281",NA,0,NA,"8",269.872,"4.4530000000000003",NA,151.982,NA,"0"
"Out Of My Hands","WE STILL DON'T TRUST YOU","Future",2024-12-04,"USSM12403103","4.0620000000000003","21.1",19420471,"5.2610000000000001",2177045,NA,2121380,35.442,NA,NA,NA,NA,"1","27",NA,0,NA,NA,149.594,"198",NA,91.683,NA,"1"
"LOT OF ME","We Love You Tecca 2","Lil Tecca",NA,"USUM72113387","4.069","21.1",318061543,"75.725999999999999",14866086,"73",44097619,664.394,209.608,39645243,300555534,3338216,"4","99",11,0,NA,"9",2366166,"13.478999999999999",NA,284.74,NA,"0"
"Someone Like You","538 Hitzone 58","Adele",2011-07-07,"NLD141100065","4.08","21.1",NA,"39",10.847,NA,2403713406,11349859,NA,NA,NA,1836056376,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Mil Veces","Mil Veces","Anitta",NA,"USUG12307259","4.07","21.1",58594676,"4.8630000000000004",7797990,NA,51423861,642.905,161.312,47894998,539493388,81965895,"16","8.5120000000000005",NA,34,952.107,"25",140.407,"124",NA,163.905,NA,"0"
"Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui)","Yaar Ka Sataya Hua Hai","B Praak",2023-03-07,"INUM72300807","4.0599999999999996","21.1",45306335,"1.8680000000000001",1204901,"54",147259041,1596909,39.3,1536089,42269499,85756632,NA,"371",NA,0,NA,"3",178,NA,NA,88.781,NA,"0"
"Members Only (feat. PARTYNEXTDOOR)","For All The Dogs","Drake",2023-06-10,"USUG12306079","4.0750000000000002","21.1",64168685,"21.27",4593922,NA,8485348,63.704,NA,983,11.535,32269965,"6","57",NA,0,NA,"1",3126381,"1.798",NA,222.113,NA,"1"
"King's Dead (with Kendrick Lamar & Future)","King''s Dead (with Kendrick Lamar & Future)","Jay Rock",2018-12-01,"USUM71714093","4.0810000000000004","21.1",597167984,"106.81699999999999",22130665,"65",229946161,2833259,829.396,189935359,1101118641,16932626,"84","2.1070000000000002",38,27,106.997,"16",85519386,"49.600999999999999",2310759,2571189,NA,"1"
"Aashiq Awaara (feat. Sunidhi Chauhan)","ONE (Original Never Ends)","Badshah",NA,"INS171806603","4.056","21.1",2574126,"400",134.449,"27",1033803791,4709012,158,16.676,2785871,100641302,"4","150",NA,0,NA,"2",462.916,NA,NA,17.003,NA,"0"
"Off The Record","Off The Record","IVE",2023-06-10,"QMDA72364151","4.0640000000000001","21.1",58048453,"6.5620000000000003",1953126,NA,67978137,688.436,86.755,5327214,51771253,567722458,"9","518",NA,3,377,"9",143.565,"87",210.536,118.13,NA,"0"
"BABY SAID","RUSH!","Mï¿½ï¿½ne",NA,"ITB002200844","4.0570000000000004","21.1",166942258,"24.992999999999999",16530205,"71",23143608,205.874,8.41,2746100,39481015,65.085,"26","62.921999999999997",17,36,472.187,"19",2760534,"758",NA,1172656,NA,"0"
"Gangstas","Shoot For The Stars Aim For The Moon","Pop Smoke",2020-03-07,"USUM72013354","4.0650000000000004","21.1",234889039,"106.76900000000001",6840214,"62",121584355,1028988,116.976,8193597,118304933,9.912,"12","224",NA,3,68.03,NA,18538610,"3.9460000000000002",NA,754.49,NA,"1"
"Too Good","Views","Drake",NA,"USCM51600088","4.0739999999999998","21.1",1052473730,"126.251",30938220,"68",10990620,127.032,822.513,34368983,308797315,NA,"176","28.896999999999998",1,33,256.1,"22",363023813,"129.37700000000001",NA,4577263,NA,"1"
"Alone","Alone","Rod Wave",2022-09-08,"USQX92203746","4.0979999999999999","21",64562541,"14.704000000000001",1868777,"55",63051891,588.504,28.159,4803835,38123007,177562407,"11","1.31",181,1,2.011,"3",20018298,"19.518000000000001",14854093,262.393,NA,"1"
"Veggie Dance - Remix","Veggie Dance (Remix) - Single","Gracie's Corner",NA,"CH7819500531","4.0910000000000002","21",173.242,"19",378.669,NA,7618257,63.19,226,NA,NA,NA,NA,NA,NA,0,NA,NA,2.218,"115",NA,3.079,NA,"0"
"One Up","One Up","Central Cee",NA,"US39N2202101","4.101","21",130784398,"51.124000000000002",9618606,"62",36578844,497.282,6.745,1883130,32710454,188396283,"10","725",484,3,14.835,"9",194.128,"195",NA,222.376,NA,"0"
"idfc","Idfc","blackbear",NA,"TCACB1407069","4.117","21",703008289,"107.73699999999999",27795750,"65",676519290,8302787,460.509,154879439,1202118262,224802094,"13","24",4,5,7.4,"1",136776071,"102.864",NA,7920489,NA,"1"
"Revisando El Celu","Revisando El Celu","HCTM",2022-03-08,"SGB502230698","4.093","21",8.761,"12",1.508,NA,30.515,811,2300000,15589426,290930740,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.836,NA,"0"
"Not Ramaiya Vastavaiya (From ""Jawan"")","Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander",NA,"INS182302435","4.085","21",46879854,"2.8660000000000001",999.328,NA,122041931,1323316,NA,NA,NA,156331427,"6","528",NA,0,NA,"6",NA,NA,NA,36.868,NA,"0"
"Are You Going to See the Rose in the Vase","or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",NA,"4/19/2024","QZAPK2000495","4.1159999999999997",21,"28,870,396",4.298,"15,228,224",78,2640169,75.74,NA,NA,NA,"1,569,095","2",3,103,3,"77.456000000000003",3,"522.36099999999999",224,0,NA,NA
"Only Girl (In The World)","Loud (Japan Version)","Rihanna",2010-01-01,"USUM71023200","4.09","21",1085436198,"192.28399999999999",82258717,"78",162454294,1193141,853,131.167,1513290,NA,"113","227.40299999999999",212,70,1528409,"40",507023502,"273.93299999999999",1394635,6724803,NA,"0"
"OTW","OTW","Khalid",NA,"USRC11801716","4.0869999999999997","21",623201391,"89.058999999999997",15406560,"63",221457313,1349006,10.462,916.392,10583591,14234132,"57","14.634",11,23,135.84,"7",267823391,"61.526000000000003",NA,2434197,NA,"1"
"Who Needs Love","Who Needs Love","Trippie Redd",NA,"QZJ841900065","4.1070000000000002","21",238027193,"60.128",8306828,"4",79782493,1147086,5.653,2048070,13194733,1105379,"16","8",NA,6,107.847,NA,11167136,"19.422000000000001",39901762,340.905,NA,"1"
"We Laugh And Clap At The Circus","Crash Recoil","Surgeon",NA,"DEF272335104","4.1150000000000002","21",37.199,"138",30.013,"11",223830750,451.451,NA,NA,NA,NA,NA,"3",NA,0,NA,NA,245,NA,NA,0,NA,"0"
"Hit Different","Hit Different","SZA",2020-04-09,"USRC12002998","4.0970000000000004","21",254979267,"50.55",13267378,"63",234785367,2333652,56.46,10523558,76024269,1748619,"86","46.258000000000003",19,32,760.82,"28",64371686,"18.949000000000002",1578488,961.364,NA,"1"
"Como En Los Viejos Tiempos","Como En Los Viejos Tiempos - Single","Eden Muï¿½ï",NA,"QZYYM2300004","4.0880000000000001","21",37831332,"2.88",3850183,NA,60890936,243.887,NA,748.585,13570678,316358406,"9","5.1680000000000001",3,6,60.268,"1",6537667,"835",NA,304.233,NA,"0"
"Baby Car","ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý","Bebefinn",NA,"KRE672200293","4.1100000000000003","21",NA,"3",29,NA,294039774,440.593,NA,21.66,1606012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Rubicon Drill","Forever - EP","Laddi Chahal",NA,"DGA062247225","4.0819999999999999","21",152564352,"10.840999999999999",5578293,"65",179053648,1433419,152.5,2597157,34263765,795.121,"10","30",NA,0,NA,"4",NA,NA,NA,170.858,NA,"0"
"Un Cigarrillo","Un Cigarrillo","Chencho Corleone",2023-04-05,"QZXSR2300001","4.109","21",113402349,"14.752000000000001",9813030,"66",69436829,416.921,34.8,2064549,32900841,33684945,"15","14.16",208,9,93.689,"9",8088042,"838",NA,471.584,NA,"0"
"Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½","Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½","Chau Dang Khoa",NA,"QZMHN2025919","4.0960000000000001","21",30.269,"40",6.367,NA,NA,NA,3665693,73808514,1603097724,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Birthday Sex","Jeremih (Edited Version)","Jeremih",2009-01-01,"USUM70959630","4.0990000000000002","21",481414844,"93.751999999999995",22844956,"65",324947792,2954295,9,30.028,258.3,23357713,"36","21.097000000000001",8,8,113.774,"14",442778851,"1,426,966",NA,3371435,NA,"0"
"Paradise","Paradise","Sophie and the Giants",NA,"DEUM72307270","4.1120000000000001","21",31823450,"7.077",7832473,"60",3419656,26.067,NA,NA,NA,NA,"23","121.303",NA,26,234.938,"18",NA,NA,NA,957.656,NA,"0"
"Los Patitos","Grandes Clï¿½ï¿½sicos Infantiles (Vol","El Reino Infantil",NA,"ARF060903046","4.0860000000000003","21",3415634,"316",287.926,"34",2160514390,2891961,463,8.474,501.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,109,NA,"0"
"Te Ire A Buscar","Te Ire a Buscar","Santa Fe Klan",NA,"USHM21919246","4.1059999999999999","21",305231016,"27.465",4259174,"66",647042101,3851962,63.528,12891074,130611371,2652958,"10","20",NA,8,160.804,"7",13218062,"4.0819999999999999",NA,667.427,NA,"0"
